TransactionID,TransactionAmount,TransactionHour,CustomerAge,AccountAgeDays,NumPrevTransactions,DistanceFromHomeKM,IsFraud
674,126.22,18,54,396,20,11.81,0
675,20.81,14,40,413,32,3.11,0
676,85.13,6,30,1835,23,17.16,0
677,247.27,15,42,1401,23,9.01,0
678,136.83,20,58,410,18,8.23,0
679,1304.27,3,25,17,2,238.21,1
680,58.74,13,47,2582,29,1.34,0
681,192.49,7,39,1302,24,11.72,0
682,305.24,18,22,2833,26,2.97,0
683,114.06,16,34,1485,31,6.54,0
684,79.96,14,62,216,18,6.58,0
685,53.37,15,43,2078,25,5.52,0
686,32.04,13,39,46,21,4.24,0
687,24.97,11,63,1494,17,7.84,0
688,165.93,18,40,140,26,5.07,0
689,191.09,15,67,509,26,3.26,0
690,113.48,14,63,2808,26,18.11,0
691,70.05,15,22,1642,25,1.24,0
692,41.31,14,33,253,17,8.66,0
693,79.77,16,19,2343,19,2.92,0
694,81.45,13,62,2291,21,1.86,0
695,26.77,8,40,1811,25,18.47,0
696,129.15,12,20,739,28,14.14,0
697,19.67,17,51,2086,19,12.77,0
698,32.3,7,63,355,38,14.21,0
699,75.89,3,66,1491,20,2.7,0
700,126.19,17,58,2684,28,0.45,0
701,28.03,15,67,1994,29,9.91,0
702,141.6,15,63,1583,23,22.43,0
703,35.47,9,26,2385,25,1.05,0
704,110.39,12,30,2441,22,6.31,0
705,20.61,11,30,578,29,25.22,0
706,41.32,15,50,1466,31,16.33,0
707,45.03,18,61,1463,18,1.63,0
708,122.11,18,38,2081,21,8.81,0
709,77.08,15,33,1396,14,24.98,0
710,75.75,17,38,1545,23,5.01,0
711,118.44,11,32,1699,21,3.74,0
712,133.59,18,57,1023,22,7.58,0
713,90.38,10,24,2954,15,14.38,0
714,77.34,16,36,959,18,16.47,0
715,47.2,7,34,2106,29,19.81,0
716,84.85,13,47,583,34,1.47,0
717,23.35,12,51,1242,36,5.14,0
718,57.16,12,59,220,29,4.36,0
719,49.65,14,43,1189,14,9.84,0
720,33.54,16,35,936,37,7.01,0
721,973.02,3,23,53,1,305.8,1
722,41.59,13,25,365,31,4.24,0
723,23.95,18,64,1386,25,13.98,0
724,60.28,18,53,2845,12,3.49,0
725,100.17,10,19,965,17,3.27,0
726,84.97,17,22,1942,23,20.04,0
727,69.72,18,63,1906,29,12.07,0
728,118.12,10,20,1045,25,23.5,0
729,16.36,15,37,617,22,3.99,0
730,64.88,10,54,976,19,2.66,0
731,204.6,15,28,2806,22,10.52,0
732,57.61,17,37,2054,20,31.49,0
733,160.48,13,39,2260,27,3.05,0
734,42.25,17,30,2723,23,6.5,0
735,52.7,16,47,238,27,15.39,0
736,46.53,5,67,2125,28,6.59,0
737,93.77,12,59,1127,22,1.79,0
738,129.06,17,29,1887,25,10.31,0
739,95.68,21,63,163,28,1.64,0
740,43.15,8,42,630,21,3.26,0
741,37.44,9,41,2211,26,24.72,0
742,58.81,14,60,2610,20,8.53,0
743,34.76,17,63,1797,15,18.71,0
744,16.56,14,42,1635,31,11.78,0
745,34.37,13,44,1131,24,3.81,0
746,148.67,14,42,1194,25,11.28,0
747,139.44,15,31,623,29,6.55,0
748,50.73,20,43,948,26,25.72,0
749,55.88,14,62,2779,18,10.45,0
750,135.25,17,58,354,19,5.21,0
751,63.04,14,47,1544,21,6.07,0
752,56.69,12,36,96,23,6.52,0
753,55.72,12,35,1188,31,1.43,0
754,17.2,8,49,1996,21,1.96,0
755,398.18,3,61,5,2,77.51,1
756,118.65,16,38,2460,27,8.32,0
757,228.3,18,61,1764,26,26.07,0
758,67.77,14,26,752,17,16.68,0
759,41.64,11,42,536,29,17.57,0
760,85.47,11,60,2619,26,15.68,0
761,55.78,23,19,1660,27,1.71,0
762,105.04,7,25,2634,36,21.75,0
763,163.87,23,32,1181,24,19.04,0
764,40.15,5,49,2849,32,17.08,0
765,114.98,4,61,586,21,2.46,0
766,24.37,19,62,879,29,9.51,0
767,214.98,9,30,456,26,8.52,0
768,538.78,2,38,7,0,190.28,1
769,42.04,8,40,2070,30,6.91,0
770,60.93,15,48,2391,32,14.49,0
771,49.53,14,34,2326,16,22.82,0
772,72.26,12,22,2890,36,3.02,0
773,56.72,13,39,2016,28,4.48,0
774,148.89,17,65,1109,18,6.46,0
775,72.74,14,30,2084,30,2.25,0
776,104.02,17,40,1204,23,7.02,0
777,195.71,13,18,721,20,4.18,0
778,187.42,12,30,1073,26,1.15,0
779,62.17,11,69,2738,28,16.55,0
780,69.64,17,52,1405,27,4.94,0
781,62.58,15,42,1765,25,13.29,0
782,141.83,15,38,1547,18,17.92,0
783,16.89,11,53,876,24,12.86,0
784,307.41,12,55,971,19,20.18,0
785,153.94,13,33,1496,35,5.81,0
786,85.92,10,68,900,28,2.56,0
787,947.45,3,53,1,2,285.97,1
788,76.46,15,25,1965,33,18.18,0
789,47.24,16,69,2555,30,30.17,0
790,29.48,15,36,2002,28,7.49,0
791,108.44,14,50,284,28,6.79,0
792,63.74,13,32,1480,21,7.45,0
793,278.45,4,20,47,0,186.59,1
794,148.7,9,28,2293,31,22.65,0
795,190.68,17,40,2825,33,2.56,0
796,50.21,8,65,2190,26,6.5,0
797,60.58,13,32,2698,26,8.68,0
798,32.04,18,45,2421,17,14.7,0
799,85.13,9,23,1372,23,6.26,0
800,134.76,22,63,2677,34,7.94,0
801,8.95,8,63,1151,26,14.2,0
802,957.69,22,53,24,1,100.93,1
803,124.4,11,26,983,26,12.75,0
804,51.35,18,31,1408,18,12.8,0
805,21.17,9,47,1921,22,3.23,0
806,156.81,14,47,2716,27,6.11,0
807,192.19,14,64,2803,27,10.09,0
808,16.73,6,18,1161,19,9.1,0
809,76.77,7,28,2023,17,20.52,0
810,127.25,15,54,1819,25,4.72,0
811,36.94,14,55,1540,22,6.4,0
812,82.26,19,31,2259,26,10.11,0
813,187.56,11,35,497,34,13.35,0
814,32.97,11,29,228,31,12.94,0
815,215.56,3,49,2231,24,21.74,0
816,102.18,15,61,1809,27,17.78,0
817,603.11,4,43,22,2,91.09,1
818,84.7,20,23,114,28,13.85,0
819,36.16,23,49,2518,27,5.65,0
820,66.48,19,59,1479,32,11.77,0
821,96.92,11,34,1473,29,6.94,0
822,39.89,12,66,93,25,0.84,0
823,126.72,7,55,1684,27,4.6,0
824,250.12,11,30,403,16,9.76,0
825,154.81,20,65,2590,32,13.45,0
826,73.5,12,34,920,27,2.94,0
827,64.84,19,20,102,29,13.41,0
828,121.49,12,43,1917,24,3.6,0
829,43.08,22,49,1923,27,13.82,0
830,34.73,16,23,1556,29,12.6,0
831,146.24,11,66,75,34,3.62,0
832,89.02,9,24,1400,26,4.19,0
833,32.71,10,21,410,17,15.98,0
834,95.83,20,64,1724,26,7.96,0
835,185.99,18,20,1808,19,5.11,0
836,101.28,5,32,274,16,16.12,0
837,191.59,19,38,1899,23,4.06,0
838,77.22,10,28,2401,20,14.9,0
839,64.27,13,48,1046,26,11.69,0
840,65.38,16,25,2142,27,32.92,0
841,93.14,23,43,1801,24,7.47,0
842,18.84,15,43,2617,15,2.77,0
843,36.59,20,47,1200,25,14.63,0
844,27.94,13,32,1341,16,20.24,0
845,25.96,5,33,1802,20,5.53,0
846,96.49,7,34,473,21,2.44,0
847,168.18,11,21,208,28,12.57,0
848,6.59,13,37,289,30,1.29,0
849,78.9,17,60,1857,24,11.16,0
850,52.39,16,42,2873,20,5.46,0
851,37.46,4,45,921,23,9.07,0
852,251.64,20,52,2015,21,4.73,0
853,10.81,18,51,1031,28,4.51,0
854,45.18,12,60,2089,24,4.08,0
855,9.26,11,37,2271,27,8.17,0
856,52.3,15,37,2149,28,4.22,0
857,123.53,17,39,2344,24,14.35,0
858,148.0,9,48,1781,20,3.78,0
859,42.02,12,62,2605,28,13.04,0
860,30.62,6,61,2189,25,13.02,0
861,77.43,14,47,771,18,19.75,0
862,31.35,11,35,505,19,10.37,0
863,77.3,14,34,776,22,12.5,0
864,27.71,16,55,1119,39,2.59,0
865,23.71,12,31,1974,30,24.98,0
866,12.29,7,37,2425,22,5.54,0
867,33.36,16,59,1119,17,1.26,0
868,108.28,5,28,45,23,15.13,0
869,58.68,14,44,490,28,5.61,0
870,173.41,14,40,2148,27,4.62,0
871,92.94,15,60,2256,20,6.33,0
872,96.96,13,38,317,38,8.53,0
873,258.24,2,62,54,2,101.56,1
874,252.39,12,58,2684,33,3.29,0
875,16.97,4,56,2364,30,34.93,0
876,229.43,4,55,8,5,173.12,1
877,80.87,11,29,93,22,8.38,0
878,95.37,20,48,520,27,1.48,0
879,42.32,16,44,520,28,12.82,0
880,115.2,11,18,2788,31,28.32,0
881,118.04,15,52,405,30,4.83,0
882,209.05,14,25,450,23,8.25,0
883,59.49,15,20,1422,31,15.26,0
884,60.17,8,30,2380,26,7.27,0
885,41.11,22,31,2417,21,2.44,0
886,67.94,9,62,1439,26,27.11,0
887,148.55,14,49,2911,20,12.34,0
888,125.99,14,57,2477,25,4.41,0
889,53.62,11,23,1019,30,12.46,0
890,266.11,17,43,272,23,6.32,0
891,21.68,14,66,1908,27,5.66,0
892,74.26,13,62,323,25,8.26,0
893,33.76,13,34,2605,29,7.3,0
894,44.54,10,28,2368,33,25.45,0
895,40.91,19,69,468,26,9.66,0
896,53.7,13,51,224,19,11.75,0
897,9.7,14,30,448,24,13.98,0
898,30.32,9,34,1801,19,13.41,0
899,108.42,15,30,410,20,11.36,0
900,401.19,23,44,5,3,173.04,1
901,19.62,10,41,1791,17,6.82,0
902,74.21,17,23,1122,26,0.22,0
903,36.67,13,57,1609,31,7.09,0
904,79.38,13,39,1477,26,7.45,0
905,16.61,17,57,2487,20,2.6,0
906,46.18,15,53,910,19,6.63,0
907,296.05,20,34,2917,29,6.17,0
908,20.68,18,69,1322,27,7.43,0
909,26.8,18,42,1913,35,6.11,0
910,64.89,14,26,949,21,8.3,0
911,311.48,12,62,1552,21,16.7,0
912,46.3,12,64,325,39,15.11,0
913,85.88,10,27,2007,26,2.67,0
914,55.89,12,65,1620,27,1.38,0
915,156.25,12,25,296,28,15.5,0
916,59.78,17,64,1384,21,0.97,0
917,120.18,18,29,2544,28,9.16,0
918,459.51,0,33,50,3,269.86,1
919,28.16,14,45,412,25,26.48,0
920,29.57,14,69,2111,32,7.29,0
921,56.24,6,57,551,22,27.05,0
922,135.34,18,18,170,24,18.99,0
923,37.74,17,52,2178,22,13.74,0
924,141.87,20,38,286,20,11.5,0
925,35.77,13,67,2411,28,19.68,0
926,64.64,10,35,1549,18,3.26,0
927,26.87,21,43,2516,30,2.64,0
928,83.21,15,31,1968,20,2.59,0
929,31.71,14,38,200,22,4.02,0
930,125.09,19,26,1540,33,1.14,0
931,22.96,12,35,2580,25,4.24,0
932,27.82,6,61,2129,21,2.45,0
933,136.08,13,36,2706,26,10.81,0
934,14.68,7,59,2283,23,17.65,0
935,55.67,12,30,1417,28,8.6,0
936,172.25,17,51,2688,19,8.06,0
937,13.9,14,44,2199,20,7.46,0
938,34.03,18,55,405,21,6.13,0
939,42.85,21,46,585,19,1.44,0
940,186.69,11,64,224,34,5.44,0
941,14.84,18,60,1063,26,24.95,0
942,672.61,22,53,27,4,69.03,1
943,189.54,9,66,1494,30,6.68,0
944,153.23,16,48,1972,21,2.49,0
945,42.83,9,26,1899,30,6.65,0
946,548.18,2,50,51,2,126.98,1
947,42.84,18,34,722,24,2.21,0
948,39.88,11,47,2098,27,9.91,0
949,183.13,15,46,2925,30,16.83,0
950,68.06,17,57,1816,24,3.69,0
951,55.64,13,22,220,25,10.82,0
952,64.23,16,18,2211,27,11.44,0
953,36.91,20,61,1362,28,8.04,0
954,243.6,13,19,1299,27,2.57,0
955,184.18,12,61,1551,28,5.24,0
956,100.58,14,51,1903,24,4.57,0
957,34.36,11,69,320,21,22.82,0
958,73.18,8,57,1167,23,15.95,0
959,96.44,13,57,471,24,23.11,0
960,83.16,10,28,2874,23,29.33,0
961,27.1,7,50,2266,26,7.39,0
962,91.14,15,57,1503,25,6.95,0
963,26.53,14,57,1190,22,8.84,0
964,7.84,8,39,520,26,18.59,0
965,111.01,15,37,692,23,1.57,0
966,21.41,18,32,1953,24,23.27,0
967,41.09,10,59,1783,27,7.64,0
968,51.94,8,38,702,27,3.33,0
969,172.23,16,32,2608,25,7.98,0
970,165.09,18,56,401,24,13.75,0
971,604.72,5,34,42,2,138.15,1
972,116.47,18,66,214,16,11.03,0
973,6.69,8,39,2129,18,13.2,0
974,7.95,8,21,1088,25,13.85,0
975,11.61,13,67,2600,29,23.26,0
976,182.76,11,25,2337,27,1.72,0
977,43.65,11,26,1139,30,8.69,0
978,149.51,16,36,2186,24,24.74,0
979,105.38,14,40,637,25,9.26,0
980,51.26,11,20,352,27,11.87,0
981,106.28,20,67,216,33,9.27,0
982,12.68,11,67,933,31,1.71,0
983,114.57,13,21,1148,27,6.86,0
984,116.13,12,60,417,22,12.68,0
985,63.9,14,42,2687,24,14.97,0
986,76.66,10,52,721,27,8.12,0
987,46.65,12,47,849,28,13.41,0
988,67.62,18,56,2786,24,4.62,0
989,78.92,5,24,2067,17,3.04,0
990,71.01,6,26,673,24,15.41,0
991,74.92,13,28,2518,22,7.41,0
992,70.71,17,37,2092,27,9.84,0
993,118.8,14,32,1386,25,9.3,0
994,191.07,10,48,2153,26,5.65,0
995,83.48,15,62,860,15,16.07,0
996,67.34,11,36,1889,23,1.51,0
997,78.34,18,28,710,20,19.17,0
998,219.02,10,27,172,35,10.62,0
999,73.17,16,64,2156,33,5.77,0
1000,54.78,5,33,1908,23,1.05,0
